time(ms),TVC_X_deg,TVC_Y_deg
1000,5,0
1000,4,0
1000,3,0
1000,2,0
1000,1,0
1000,0,5
1000,-1,4
1000,-2,3
1000,-3,2
1000,-4,1
1000,-5,0
1000,-4,-1
1000,-3,-2
1000,-2,-3
1000,-1,-4
1000,0,-5
1000,0,-4
1000,0,-3
1000,0,-2
1000,0,-1
1000,5,0
1000,4,0
1000,3,0
1000,2,0
1000,1,0
1000,0,5
1000,-1,4
1000,-2,3
1000,-3,2
1000,-4,1
1000,-5,0
1000,-4,-1
1000,-3,-2
1000,-2,-3
1000,-1,-4
1000,0,-5
1000,0,-4
1000,0,-3
1000,0,-2
1000,0,-1
1000,0,0
